Name,Country,Confederation,Position,Attack,Passing,P,Goals,Assists,WC_P,WC_Goals,WC_Assists
Benjamin Verbic,Slovenia,UEFA,MID,4,4,0,0,0,0,0,0
Rajko Rep,Slovenia,UEFA,MID,6,10,0,0,0,0,0,0
Josip Ilicic,Slovenia,UEFA,MID,12,10,0,0,0,0,0,0
Tim Matavz,Slovenia,UEFA,ATK,10,8,0,0,0,0,0,0
Andraz Sporar,Slovenia,UEFA,ATK,10,8,0,0,0,0,0,0
Stole Dimitrievski,North Macedonia,UEFA,GK,0,0,0,0,0,0,0,0
Stefan Ristovski,North Macedonia,UEFA,DEF,1,2,0,0,0,0,0,0
Visar Musliu,North Macedonia,UEFA,DEF,1,2,0,0,0,0,0,0
Kire Ristevski,North Macedonia,UEFA,DEF,2,5,0,0,0,0,0,0
Gjoko Zajkov,North Macedonia,UEFA,DEF,2,5,0,0,0,0,0,0
Stefan Spirovski,North Macedonia,UEFA,MID,4,4,0,0,0,0,0,0
Boban Nikolov,North Macedonia,UEFA,MID,4,4,0,0,0,0,0,0
Enis Bardhi,North Macedonia,UEFA,MID,6,10,0,0,0,0,0,0
Ezgjan Alioski,North Macedonia,UEFA,MID,6,10,0,0,0,0,0,0
Aleksandar Trajkovski,North Macedonia,UEFA,ATK,10,8,0,0,0,0,0,0
Goran Pandev,North Macedonia,UEFA,ATK,10,8,0,0,0,0,0,0
Alyaksandr Hutar,Belarus,UEFA,GK,0,0,0,0,0,0,0,0
Alyaksandr Martynovich,Belarus,UEFA,DEF,1,2,0,0,0,0,0,0
Syarhey Palitsevich,Belarus,UEFA,DEF,1,2,0,0,0,0,0,0
Maksim Bardachow,Belarus,UEFA,DEF,2,5,0,0,0,0,0,0
Ivan Mayewski,Belarus,UEFA,DEF,2,5,0,0,0,0,0,0
Syarhey Kislyak,Belarus,UEFA,MID,4,4,0,0,0,0,0,0
Pavel Nyakhaychuk,Belarus,UEFA,MID,4,4,0,0,0,0,0,0
Stanislaw Drahun,Belarus,UEFA,MID,6,10,0,0,0,0,0,0
Ihar Stasevhich,Belarus,UEFA,MID,6,10,0,0,0,0,0,0
Mikhail Gordeichuk,Belarus,UEFA,ATK,10,8,0,0,0,0,0,0
Anton Saroka,Belarus,UEFA,ATK,10,8,0,0,0,0,0,0
Ofir Marciano,Israel,UEFA,GK,0,0,0,0,0,0,0,0
Eitan Tibi,Israel,UEFA,DEF,1,2,0,0,0,0,0,0
Eli Dasa,Israel,UEFA,DEF,1,2,0,0,0,0,0,0
Sheran Yeini,Israel,UEFA,DEF,2,5,0,0,0,0,0,0
Taleb Tawatha ,Israel,UEFA,DEF,2,5,0,0,0,0,0,0
Eyal Golasa,Israel,UEFA,MID,4,4,0,0,0,0,0,0
Dor Peretz,Israel,UEFA,MID,4,4,0,0,0,0,0,0
Nir Bitton,Israel,UEFA,MID,6,10,0,0,0,0,0,0
Bibras Natkho,Israel,UEFA,MID,6,10,0,0,0,0,0,0
Mu'nas Dabbur,Israel,UEFA,ATK,10,8,0,0,0,0,0,0
Eran Zahavi,Israel,UEFA,ATK,10,8,0,0,0,0,0,0
Anthony Moris,Luxembourg,UEFA,GK,0,0,0,0,0,0,0,0
Dirk Carlson,Luxembourg,UEFA,DEF,1,2,0,0,0,0,0,0
Chris Philipps,Luxembourg,UEFA,DEF,1,2,0,0,0,0,0,0
Enes Mahmutovic,Luxembourg,UEFA,DEF,2,5,0,0,0,0,0,0
Lars Krogh Gerson,Luxembourg,UEFA,DEF,2,5,0,0,0,0,0,0
Christopher Martins,Luxembourg,UEFA,DEF,4,4,0,0,0,0,0,0
Daniel Sinani,Luxembourg,UEFA,MID,4,4,0,0,0,0,0,0
Vincent Thill,Luxembourg,UEFA,MID,6,10,0,0,0,0,0,0
Stefano Bensi,Luxembourg,UEFA,ATK,10,10,0,0,0,0,0,0
Maurice Deville,Luxembourg,UEFA,ATK,10,8,0,0,0,0,0,0
Daniel da Mota,Luxembourg,UEFA,ATK,20,8,0,0,0,0,0,0
Anastasios Kissas,Cyprus,UEFA,GK,0,0,0,0,0,0,0,0
Konstantinos Laifis,Cyprus,UEFA,DEF,1,2,0,0,0,0,0,0
Nicholas Ioannou,Cyprus,UEFA,DEF,1,2,0,0,0,0,0,0
Charis Shelis,Cyprus,UEFA,DEF,2,5,0,0,0,0,0,0
Andreas Makris,Cyprus,UEFA,DEF,2,5,0,0,0,0,0,0
Grigoris Kastanos,Cyprus,UEFA,MID,4,4,0,0,0,0,0,0
Kostakis Artymatas,Cyprus,UEFA,MID,4,4,0,0,0,0,0,0
Andreas Avraam,Cyprus,UEFA,MID,6,10,0,0,0,0,0,0
Demetris Christofi,Cyprus,UEFA,ATK,10,10,0,0,0,0,0,0
Pieros Sotiriou,Cyprus,UEFA,ATK,10,8,0,0,0,0,0,0
Panagiotis Zachariou,Cyprus,UEFA,ATK,10,8,0,0,0,0,0,0
Giorgi Loria,Georgia,UEFA,GK,0,0,0,0,0,0,0,0
Otar Kakabadze,Georgia,UEFA,DEF,1,2,0,0,0,0,0,0
Davit Khocholava,Georgia,UEFA,DEF,1,2,0,0,0,0,0,0
Guram Kashia,Georgia,UEFA,DEF,2,5,0,0,0,0,0,0
Giorgi Navalovski,Georgia,UEFA,DEF,2,5,0,0,0,0,0,0
Murtaz Daushvili,Georgia,UEFA,MID,4,4,0,0,0,0,0,0
Jaba Kankava,Georgia,UEFA,MID,4,4,0,0,0,0,0,0
Valeri Qazaishvili,Georgia,UEFA,MID,6,10,0,0,0,0,0,0
Giorgi Chakvtadze,Georgia,UEFA,MID,6,10,0,0,0,0,0,0
Nika Kacharava,Georgia,UEFA,ATK,10,8,0,0,0,0,0,0
Tornike Okriashvili,Georgia,UEFA,ATK,10,8,0,0,0,0,0,0
Artur Kotenko,Estonia,UEFA,GK,0,0,0,0,0,0,0,0
Taijo Teniste,Estonia,UEFA,DEF,1,2,0,0,0,0,0,0
Karol Mets,Estonia,UEFA,DEF,1,2,0,0,0,0,0,0
Joonas Tamm,Estonia,UEFA,DEF,2,5,0,0,0,0,0,0
Artur Pikk,Estonia,UEFA,DEF,2,5,0,0,0,0,0,0
Ilja Antonov,Estonia,UEFA,MID,4,4,0,0,0,0,0,0
Siim Luts,Estonia,UEFA,MID,4,4,0,0,0,0,0,0
Mattias Kait,Estonia,UEFA,MID,6,10,0,0,0,0,0,0
Kostantin Vassiljev,Estonia,UEFA,MID,6,10,0,0,0,0,0,0
Henri Anier,Estonia,UEFA,ATK,10,8,0,0,0,0,0,0
Sergei Zenjov,Estonia,UEFA,ATK,10,8,0,0,0,0,0,0
Gunnar Nielsen,Faroe Islands,UEFA,GK,0,0,0,0,0,0,0,0
Viljormur Davidesen,Faroe Islands,UEFA,DEF,1,2,0,0,0,0,0,0
Rogvi Baldvinsson,Faroe Islands,UEFA,DEF,1,2,0,0,0,0,0,0
Odmar Faero ,Faroe Islands,UEFA,DEF,2,5,0,0,0,0,0,0
Heini Vatnsdal,Faroe Islands,UEFA,DEF,2,5,0,0,0,0,0,0
Gilli Rolantsson Sorensen,Faroe Islands,UEFA,MID,4,4,0,0,0,0,0,0
Solvi Vatnhamar,Faroe Islands,UEFA,MID,4,4,0,0,0,0,0,0
Hallur Hansson,Faroe Islands,UEFA,MID,6,10,0,0,0,0,0,0
Brandur Hendriksson Olsen,Faroe Islands,UEFA,MID,6,10,0,0,0,0,0,0
Klaemint Olsen,Faroe Islands,UEFA,ATK,10,8,0,0,0,0,0,0
Joan Simun Edmundsson,Faroe Islands,UEFA,ATK,10,8,0,0,0,0,0,0
Arsen Beglaryan,Armenia,UEFA,GK,0,0,0,0,0,0,0,0
Varazdat Haroyan,Armenia,UEFA,DEF,1,2,0,0,0,0,0,0
Taron Voskanyan,Armenia,UEFA,DEF,1,2,0,0,0,0,0,0
Hovhannes Hambardzumyan,Armenia,UEFA,DEF,2,5,0,0,0,0,0,0
Hayk Ishkhanyan,Armenia,UEFA,DEF,2,5,0,0,0,0,0,0
Artak Grigoryan,Armenia,UEFA,MID,4,4,0,0,0,0,0,0
Kamo Hovhannisayan,Armenia,UEFA,MID,4,4,0,0,0,0,0,0
Gevord Ghazaryan,Armenia,UEFA,MID,6,10,0,0,0,0,0,0
Henrikh Mkhitaryan,Armenia,UEFA,MID,15,10,0,0,0,0,0,0
Sagis Adamyan,Armenia,UEFA,ATK,10,8,0,0,0,0,0,0
Aleksandre Karapetian,Armenia,UEFA,ATK,10,8,0,0,0,0,0,0
Emil Balayev,Azerbaijan,UEFA,GK,0,0,0,0,0,0,0,0
Anton Krivotsyuk,Azerbaijan,UEFA,DEF,1,2,0,0,0,0,0,0
Badavi Huseynov,Azerbaijan,UEFA,DEF,1,2,0,0,0,0,0,0
Tamkin Khalilzade,Azerbaijan,UEFA,DEF,2,5,0,0,0,0,0,0
Maksim Medvedev,Azerbaijan,UEFA,DEF,4,5,0,0,0,0,0,0
Gary Garayev,Azerbaijan,UEFA,MID,4,4,0,0,0,0,0,0
Namik Alaskarov,Azerbaijan,UEFA,MID,4,4,0,0,0,0,0,0
Emin Mahmudov,Azerbaijan,UEFA,MID,6,10,0,0,0,0,0,0
Araz Abdullayev,Azerbaijan,UEFA,MID,6,10,0,0,0,0,0,0
Mahir Emreli,Azerbaijan,UEFA,ATK,10,8,0,0,0,0,0,0
Ramil Sheydayev,Azerbaijan,UEFA,ATK,10,8,0,0,0,0,0,0
Stas Pokatilov,Kazakhstan,UEFA,GK,0,0,0,0,0,0,0,0
Serhiy Malyi,Kazakhstan,UEFA,DEF,1,2,0,0,0,0,0,0
Dmitri Shomko,Kazakhstan,UEFA,DEF,1,2,0,0,0,0,0,0
Gafurzhan Suyumbayev,Kazakhstan,UEFA,DEF,2,5,0,0,0,0,0,0
Yuriy Logvinenko,Kazakhstan,UEFA,DEF,2,5,0,0,0,0,0,0
Abzal Beisebekov,Kazakhstan,UEFA,MID,4,4,0,0,0,0,0,0
Askhat Tagybergen,Kazakhstan,UEFA,MID,4,4,0,0,0,0,0,0
Islambek Kuat,Kazakhstan,UEFA,MID,6,10,0,0,0,0,0,0
Bauyrzhan Islamkhan,Kazakhstan,UEFA,MID,6,10,0,0,0,0,0,0
Sergei Khizhnichenko,Kazakhstan,UEFA,ATK,8,8,0,0,0,0,0,0
Aleksey Shchotkin,Kazakhstan,UEFA,ATK,6,8,0,0,0,0,0,0
Samir Ujkani,Kosovo,UEFA,GK,0,0,0,0,0,0,0,0
Fidan Aliti,Kosovo,UEFA,DEF,1,2,0,0,0,0,0,0
Leart Paqarada,Kosovo,UEFA,DEF,1,2,0,0,0,0,0,0
Amir Rrahmani,Kosovo,UEFA,DEF,2,5,0,0,0,0,0,0
Fidan Aliti,Kosovo,UEFA,DEF,2,5,0,0,0,0,0,0
Bersant Celina,Kosovo,UEFA,MID,4,4,0,0,0,0,0,0
Valon Berisha,Kosovo,UEFA,MID,4,4,0,0,0,0,0,0
Arber Zeneli,Kosovo,UEFA,MID,6,10,0,0,0,0,0,0
Milot Raschica,Kosovo,UEFA,MID,6,10,0,0,0,0,0,0
Vedat Muriqi,Kosovo,UEFA,ATK,10,8,0,0,0,0,0,0
Atdhe Nuhiu,Kosovo,UEFA,ATK,6,8,0,0,0,0,0,0
Emilijus Zubas,Lithuania,UEFA,GK,0,0,0,0,0,0,0,0
Linas Klimavicius,Lithuania,UEFA,DEF,1,2,0,0,0,0,0,0
Egidijus Vaitkunas,Lithuania,UEFA,DEF,1,2,0,0,0,0,0,0
Saulius Mikoliunas,Lithuania,UEFA,DEF,2,5,0,0,0,0,0,0
Rolandas Baravykas,Lithuania,UEFA,DEF,2,5,0,0,0,0,0,0
Modestas Vorobjovas,Lithuania,UEFA,MID,4,4,0,0,0,0,0,0
Ovidijus Verbickas,Lithuania,UEFA,MID,4,4,0,0,0,0,0,0
Arvydas Novikovas,Lithuania,UEFA,MID,6,10,0,0,0,0,0,0
Donatas Kazlauskas,Lithuania,UEFA,MID,6,10,0,0,0,0,0,0
Fedor Cernych,Lithuania,UEFA,ATK,10,8,0,0,0,0,0,0
Karolis Laukzemis,Lithuania,UEFA,ATK,8,8,0,0,0,0,0,0
Pavels Steinbors,Latvia,UEFA,GK,0,0,0,0,0,0,0,0
Kaspars Dubra,Latvia,UEFA,DEF,1,2,0,0,0,0,0,0
Marcis Oss,Latvia,UEFA,DEF,1,2,0,0,0,0,0,0
Igors Tarasovs,Latvia,UEFA,DEF,2,5,0,0,0,0,0,0
Glebs Kluskins,Latvia,UEFA,DEF,2,5,0,0,0,0,0,0
Ritvars Rugins,Latvia,UEFA,MID,4,4,0,0,0,0,0,0
Vladimirs Kamess,Latvia,UEFA,MID,4,4,0,0,0,0,0,0
Arturs Zjuzins,Latvia,UEFA,MID,6,10,0,0,0,0,0,0
Janis Ikaunieks,Latvia,UEFA,MID,6,10,0,0,0,0,0,0
Davis Ikaunieks,Latvia,UEFA,ATK,10,8,0,0,0,0,0,0
Vladislavs Gukovskis,Latvia,UEFA,ATK,10,8,0,0,0,0,0,0
Josep Gomes,Andorra,UEFA,GK,0,0,0,0,0,0,0,0
Moises San Nicolas,Andorra,UEFA,DEF,1,2,0,0,0,0,0,0
Marc Garcia,Andorra,UEFA,DEF,1,2,0,0,0,0,0,0
Max Llovera,Andorra,UEFA,DEF,2,5,0,0,0,0,0,0
Emili Garcia,Andorra,UEFA,DEF,2,5,0,0,0,0,0,0
Marcio Viera,Andorra,UEFA,MID,4,4,0,0,0,0,0,0
Sergi Moreno,Andorra,UEFA,MID,4,4,0,0,0,0,0,0
Marc Pujol,Andorra,UEFA,MID,6,10,0,0,0,0,0,0
Cristian Martinez,Andorra,UEFA,MID,6,10,0,0,0,0,0,0
Marc Vales,Andorra,UEFA,ATK,10,8,0,0,0,0,0,0
Jordi Alaez,Andorra,UEFA,ATK,10,8,0,0,0,0,0,0
Stanislav Namasco,Moldova,UEFA,GK,0,0,0,0,0,0,0,0
Petru Racu,Moldova,UEFA,DEF,1,2,0,0,0,0,0,0
Veaceslav Posmac,Moldova,UEFA,DEF,1,2,0,0,0,0,0,0
Igor Armas,Moldova,UEFA,DEF,2,5,0,0,0,0,0,0
Alexandru Epureanu,Moldova,UEFA,DEF,2,5,0,0,0,0,0,0
Andrei Cojocari,Moldova,UEFA,MID,4,4,0,0,0,0,0,0
Catalin Carp,Moldova,UEFA,MID,4,4,0,0,0,0,0,0
Alexandr Suvorov,Moldova,UEFA,MID,6,10,0,0,0,0,0,0
Artur Ionita,Moldova,UEFA,MID,6,10,0,0,0,0,0,0
Vitalie Damascan,Moldova,UEFA,ATK,10,8,0,0,0,0,0,0
ion Nicolaescu,Moldova,UEFA,ATK,10,8,0,0,0,0,0,0
Zach Muscat,Malta,UEFA,GK,0,0,0,0,0,0,0,0
Jonathan Caruana,Malta,UEFA,DEF,1,2,0,0,0,0,0,0
Steve Borg,Malta,UEFA,DEF,1,2,0,0,0,0,0,0
Andrei Agius,Malta,UEFA,DEF,2,5,0,0,0,0,0,0
Steve Pisani,Malta,UEFA,DEF,2,5,0,0,0,0,0,0
Bjorn Kristensen,Malta,UEFA,MID,4,4,0,0,0,0,0,0
Rowen Muscat,Malta,UEFA,MID,4,4,0,0,0,0,0,0
Juan Carlos Corblana,Malta,UEFA,MID,6,10,0,0,0,0,0,0
Paul Fenech,Malta,UEFA,MID,6,10,0,0,0,0,0,0
Kyrian Nwoko,Malta,UEFA,ATK,10,8,0,0,0,0,0,0
Michael Mifsud,Malta,UEFA,ATK,10,8,0,0,0,0,0,0
Benjamin Buchel,Liechtenstein,UEFA,GK,0,0,0,0,0,0,0,0
Daniel Kaufmann,Liechtenstein,UEFA,DEF,1,2,0,0,0,0,0,0
Maximilian Goppel,Liechtenstein,UEFA,DEF,1,2,0,0,0,0,0,0
Sandro Wolfinger,Liechtenstein,UEFA,DEF,2,5,0,0,0,0,0,0
Seyhan Yildiz,Liechtenstein,UEFA,DEF,2,5,0,0,0,0,0,0
Aron Sele,Liechtenstein,UEFA,MID,4,4,0,0,0,0,0,0
Simon Kuhne,Liechtenstein,UEFA,MID,4,4,0,0,0,0,0,0
Martin Buchel,Liechtenstein,UEFA,MID,6,10,0,0,0,0,0,0
Nicolas Hasler,Liechtenstein,UEFA,MID,6,10,0,0,0,0,0,0
Dennis Salanovic,Liechtenstein,UEFA,ATK,10,8,0,0,0,0,0,0
Philippe Erne,Liechtenstein,UEFA,ATK,10,8,0,0,0,0,0,0
Kyle Goldwin,Gibraltar,UEFA,GK,0,0,0,0,0,0,0,0
Jack Sergeant,Gibraltar,UEFA,DEF,1,2,0,0,0,0,0,0
Jayce Olivero,Gibraltar,UEFA,DEF,1,2,0,0,0,0,0,0
Jean-Carlos Garcia,Gibraltar,UEFA,DEF,2,5,0,0,0,0,0,0
Roy Chipolina,Gibraltar,UEFA,DEF,2,5,0,0,0,0,0,0
Anthony Hernandz,Gibraltar,UEFA,MID,4,4,0,0,0,0,0,0
Alain Pons,Gibraltar,UEFA,MID,4,4,0,0,0,0,0,0
Kyle Casciaro,Gibraltar,UEFA,MID,6,10,0,0,0,0,0,0
Liam Walker,Gibraltar,UEFA,MID,6,10,0,0,0,0,0,0
Lee Casciaro,Gibraltar,UEFA,ATK,10,8,0,0,0,0,0,0
Tjay De Barr,Gibraltar,UEFA,ATK,10,8,0,0,0,0,0,0
Elia Benedettini,San Marino,UEFA,GK,0,0,0,0,0,0,0,0
Manuel Battistini,San Marino,UEFA,DEF,1,2,0,0,0,0,0,0
Davide Simoncini,San Marino,UEFA,DEF,1,2,0,0,0,0,0,0
Mirko Palazzi,San Marino,UEFA,DEF,2,5,0,0,0,0,0,0
Cristian Brolli,San Marino,UEFA,DEF,2,5,0,0,0,0,0,0
Alessandro Golinucci,San Marino,UEFA,MID,4,4,0,0,0,0,0,0
Enrico Golinucci,San Marino,UEFA,MID,4,4,0,0,0,0,0,0
Michele Cervellini,San Marino,UEFA,MID,6,10,0,0,0,0,0,0
Adolfo Hirsch,San Marino,UEFA,ATK,10,8,0,0,0,0,0,0
Filippo Berardi,San Marino,UEFA,ATK,10,8,0,0,0,0,0,0
Matteo Vitaioli,San Marino,UEFA,ATK,10,8,0,0,0,0,0,0
